Name	Parent name
RP11-460N1.1	HNRNPA1
RP11-336N8.1	SYNGR2
SIRPAP1	SIRPA
RP11-520P18.1	RPS26
AC012512.1	MLX
RP13-644M16.1	SPOP
TRIM49L1	AC084851.1
AC018735.1	IMPDH1
RP1-257I20.13	OLA1
GS1-410F4.3	HNRNPA1
AC004951.5	UPK3BL
AC027612.1	SETD8
RP11-691F15.1	COX6C
PPIAP15	PPIA
RP5-998G20.1	TMEM184C
RP11-255L13.1	RPSA
OR10V2P	OR10Q1
RP11-228G3.1	WDR12
RP11-11A18.1	RPL30
RPL37P1	RPL37
RP11-177C12.1	SYNCRIP
VWFP1	VWF
RP4-612C19.2	AKR1B1
CHTF8P1	CHTF8
RP11-744J10.2	GNG5
RP11-554D14.1	POM121L7
FAM90A3	RP11-1286E23.4
GCNT1P3	GCNT1
RP11-13J17.1	RPL35A
RP11-474L11.3	H3F3A
RP11-522H2.3	NPM1
RBM22P4	RBM22
RP11-30P6.2	KRT18
ARF4P4	ARF5
MTND3P7	MT-ND3
GS1-388B5.3	OR7E24
CTD-2165H16.3	PLEKHA1
RP11-139J15.4	AIFM1
AC092664.1	ACTR1A
RP1-53C18.3	DNAJA2
PABPC4L	PABPC4
AC013429.4	RPL21
RP4-633I8.3	RPL27
PSMC1P3	PSMC1
RPS26P47	RPS26
FKBP1AP3	FKBP1A
TPM3P4	TPM3
FTLP1	FTL
CARM1P1	CARM1
RP11-454L9.1	RPL21
IFNWP9	IFNW1
CTB-161A2.4	PVRIG
SEPT2P1	SEPT2
RP11-235D19.2	RPS27A
HMGN2P46	HMGN2
CYCSP52	CYCS
RP11-1217F2.13	MT-CYB
KRT18P25	KRT18
RPL37P2	RPL37
RP11-638I2.10	NDUFB3
RP11-480N24.6	RPS2
AC097635.4	SAP18
AC005682.7	RPL12
NUP210P1	NUP210
RP11-280G19.2	XRCC6
RP11-699F16.1	OSBPL9
KRT18P17	KRT18
OR5J7P	OR5J2
CTD-2021A8.1	CIC
RP11-832N8.1	RPLP2
RP3-417O22.1	EEF1G
RP3-433G13.1	SUMO3
HSFY6P	HSFY2
RP11-49M9.2	RPA2
RPL34P27	RPL34
RP11-14I17.1	DNAJB6
RP11-9G10.1	FAM136A
RP11-632K21.3	TRPC6
CDH12P1	CDH12
RP11-307P22.1	MAD2L1
OR51A1P	OR51I2
RP11-787P24.1	WIZ
RP11-173D3.2	BCAR1
NBPF21P	NBPF4
RP11-321E8.2-001	HNRNPC
RPL32P1	RPL32
RP13-539F13.2	ACD
RP11-14J7.1	RPS26
AC092578.1	TMEM189-UBE2V1
AC093162.5	RETSAT
CTD-2342I9.1	ZNF614
RP11-398A8.1	CCDC137
RP4-730K3.3	RPS2
RP11-118B13.1	RPL21
RPS27P26	RPS27
AC010240.2	EEF1A1
RP11-583F24.7	MRGPRX1
RP11-560A7.1	T
CTC-293A9.2	SLC2A4
RP11-63H19.5	MT-ND4L
FAM86C2P	FAM86A
OR51A5P	OR51A7
RIMKLBP1	RIMKLB
RP11-497H16.8	GUSB
RP11-351K16.5	HSPA8
MRPL22P1	MRPL22
RP11-314A15.1	ETF1
DNAJA1P5	DNAJA1
RP11-453E17.2	ST3GAL1
RP11-134K13.2	SMS
RP11-472I20.2	PHB
RP3-355L5.3	RPL7
AC007163.11	MT-ND4L
RP11-75A5.1	C5orf43
AC005037.4	RPL23A
AC133104.2	FAM178B
USP9YP7	USP9Y
RP11-676F20.3	SNRPG
RP11-42O15.2	CHORDC1
CTD-2086L14.1	RPL13
RP11-14I2.2	PRICKLE1
RP3-514P16.1	PRKCI
RP11-544K18.2	RPS15A
RP11-88H10.1	RPL21
CTB-78O21.1	TRPC7
CYP51P2	CYP51A1
PTP4A1P5	PTP4A1
RP1-81F6.1	CYCS
HMGB3P3	HMGB3
RP11-704M14.2	UGT2B4
RP11-449I17.4	MKI67IP
RP11-756P10.1	CPSF4L
HMGN1P26	HMGN1
RP13-470G3.2	COX6C
RP11-377D9.1	RPS26
AC080080.5	RNMTL1
ELMO2P1	ELMO2
CTD-2651B20.2	H3F3B
RP11-248D7.2	PRAME
AC018865.8	FAR2
RP11-24B13.1	RBM17
AC053503.2	PTPRN
RP11-100A13.1	NEFM
CR848007.6	CYP4F31P
AC006335.10	TSPY1
GAPDHP27	GAPDH
AC132479.4	YME1L1
RP11-468N14.11	SPOPL
AC016724.6	POLR2D
RPS26P21	RPS26
RP11-560L11.1	CTDSPL2
RNF2P1	RNF2
RP4-612B15.2	RPL17
RBMY2QP	RBMY1A1
SSR4P1	SSR4
RP11-310H4.4	TUBB
RP11-305O4.2	DONSON
PGAM4P2	PGAM4
RP11-458I7.1	RPL6
AC105761.1	LYAR
RP11-667M19.1	RPS29
DBIP2	DBI
VN1R25P	VN1R4
RP11-154B12.2	NDUFA3
RP13-192B19.1	TPT1
AC005534.6	RPL26L1
RP11-288H12.3	AC012652.1
AC018720.10	SPDYE1
IFNWP15	IFNW1
RP11-489M13.3	RPS24
RP11-280K24.3	OR7E24
HMGN2P6	HMGN2
AC009974.11	RPL23A
RP11-162A23.5	RPS26
RP11-277B15.1	RPS17
MTND6P9	MT-ND6
KB-1562D12.3	RSL24D1
AC011330.6	PDIA3
RP11-395I6.1	HNRNPA3
RP11-77P16.3	C21orf63
RP11-340I6.5	ZNF682
RP11-4M23.4	H3F3A
RP11-335H2.2	LSM1
OR7E8P	OR7E24
RP11-506B4.4	RAB5C
NDUFA4P2	NDUFA4
RP11-393I23.3	WFDC3
RP11-118D22.3	SNRNP40
RPL13AP2	RPL13A
VDAC1P2	VDAC1
RP11-762B21.5	FUNDC1
RP11-425L10.1	RPS10
CICP1	CIC
AC128677.3	TRIM43
AP000525.8	DUXA
AC007253.1	ZNF19
CTD-2218G20.1	RPL17
RP11-123O10.2	RAB11A
ASS1P9	ASS1
RP11-110J1.2	SMU1
RP11-386D6.3	SMYD3
RP11-46I1.2	IQCF1
RP11-297L6.1	KIAA0664
FTH1P14	FTH1
RP11-567M21.3	ZNF260
HSPD1P11	HSPD1
RP11-280K24.6	SGK196
OR10D5P	OR10G8
AC005562.3	LRRC37B
RP11-148B6.3	WRB
RP11-272G22.1	PFKFB1
RP11-172C16.4	HDAC2
AC073135.7	SEPT14
RPL36AP15	RPL36A
RP11-361D15.1	PIGH
EEF1A1P9	EEF1A1
CTD-2302E22.3	HSPE1
IGHV3-25	AC142086.2
RP1-265C24.5	ZNF34
RP11-795A2.2	HRG
AC006390.3	HNRNPA1
GNAQP1	GNAQ
AC093166.4	RPS26
CEACAMP1	PSG9
OR8B1P	OR8B2
CYP46A4P	CYP46A1
RP11-672A2.2	GUCY2D
SBDSP1	SBDS
IGHV3-37	IGHV3-23
CBX3P6	CBX3
RP11-136F16.2	C10orf58
SALL1P1	SALL1
CTD-2562G15.1	RPL13
ZNF652P1	ZNF652
AC096767.2	PGBD4
CTD-2028E8.1	HMGB1
SEC63P1	SEC63
AF213884.1	ZNF705A
SLC25A6P1	SLC25A6
RP11-456P18.2	PSME3
HSPD1P10	HSPD1
HMGB1P14	HMGB2
NMD3P1	NMD3
RP11-398K22.10	SDCBP2
RP4-631H13.5	H3F3B
RP11-798K23.3	C5orf60
MTND3P1	MT-ND3
SNRPD2P1	SNRPD2
RFKP1	RFK
RP11-618I10.3	UGT2B7
CES1P1	CES1
RP11-209A2.1	RPL10
RP11-18B3.2	DEPDC1
HNRNPA1P6	HNRNPA1
MTND1P19	MT-ND1
RP11-344N17.6	OAT
RP1-292B18.1	RPL32
SBDSP1	SBDS
AC069213.4	RPL31
RP11-16P20.2	COQ6
OR10J2P	OR10J1
RP11-110I1.5	KCTD6
RP11-90E9.1	RSL24D1
BRD7P1	BRD7
TPM3P2	TPM3
RP3-461F17.1	RPL37
GPX1P2	GPX1
RP11-317N8.2	NUTF2
RPS24P14	RPS24
AC005187.1	ZBED1
RP1-203C2.3	BTG3
RP11-43D4.2	ATP5G1
RP5-837J1.1	RPL37
ZNF542	ZNF420
RP11-703H8.6	NPM1
AC027612.2	DRD5
RP11-278I4.1	GABARAPL2
CHMP1AP1	CHMP1A
RP11-179A10.2	ATF7IP2
NONOP2	NONO
RP13-650G11.1	RPS29
RP11-136B18.1	POMZP3
NUS1P3	NUS1
RP11-365H23.1	SNRPB2
AC080125.1	ELF2
AC005008.3	VDAC3
RP11-392P7.1	RPS6
RP11-713P14.1	RPS2
AC007064.25	TRIM43
RP11-325N19.2	H3F3B
RP11-404P21.9	CKS1B
RP11-75N20.2	PPP1R36
CTB-158E9.2	VPS37A
RP11-157J13.1	GNAI2
RP5-859I17.2	RPL31
RPL12P11	RPL12
RP11-398K22.13	RPSA
RP11-211N8.5	RAB28
AC115115.3	NDUFB4
AD000092.3	RPS6
RP11-431K24.2	EIF2S3
PTP4A1P1	PTP4A1
CTD-2225F20.1	PIGF
RP11-796L2.1	DENND3
RP11-55C6.2	PRDX4
CTC-251H24.1	RPL39
RPL21P107	RPL21
USP27X	USP22
FTH1P4	FTH1
AC140076.1	RPL31
AC092933.3	RPS29
AC093850.1	NDUFA4
IGHV5-78	IGHV5-51
RP11-352G18.1	RPL9
RP11-480N24.4	RPL34
ATP5F1P6	ATP5F1
AC023672.1	ACTB
RP11-390C19.1	KIAA0020
RP11-841C19.6	EEF1A1
AC005237.2	ZC3H12A
IGLVIV-59	IGLV5-48
CTD-2008O4.1	RBM45
CYCSP30	CYCS
LL22NC03-84E4.8	IGLV4-3
SLC9A3P4	SLC9A3
RP11-692E14.1	FBL
RP11-448N11.2	RPS17
CTC-575D19.1	RPL10
DUTP5	DUT
RP11-563H8.2	RPL35A
TCEB1P9	TCEB1
TAS2R64P	TAS2R19
AC007365.4	RPS10
BMS1P1	BMS1
AC092638.1	SLC44A3
AC006390.4	MST4
RP11-385J23.1	EIF1
AC005300.5	RPL32
RP11-644A8.2	OR5AK2
RP11-554D14.2	PDCD2
HNRNPA1P9	HNRNPA1
RP11-274M4.1	MTRF1L
AC019102.1	NPM1
AC064836.3	FAM64A
RP11-983C2.4	HSPE1
RP11-234N17.1	RPL5
RP11-434O22.2	RPL23A
PPIAP2	PPIF
OR4H12P	OR4C11
ATP6V0E1P4	ATP6V0E1
RP4-696H22.2	KIF4A
AC090625.1	ZNF141
AC011431.1	NUBP1
PRPS1P1	PRPS1
NF1P1	NF1
RP11-18B3.3	SRSF10
RP11-54C4.1	RGS7
VN1R10P	VN1R1
UBFD1P1	UBFD1
RRM2P2	RRM2
RP11-115C21.4	TAF9
RP11-616K6.1	LRP8
RP11-344H11.4	RPL12
AP002381.2	RPL15
RP11-305B6.2	EIF4B
AC079199.2	RPL39
AC093416.3	CRIP1
RP11-356K23.3	CAP2
AC145124.1	ALG1
ZSCAN12P1	ZSCAN12
OR2U2P	OR2W1
RP11-798K23.5	PTS
AC003029.4	ADAM21
RP1-24O22.3	CIC
RP11-302F12.7	MT-ND4L
RP11-323I15.2	U2AF1
AC113618.2	RPL5
HMGB3P11	HMGB3
RPS15AP1	RPS15A
LAMTOR3P1	LAMTOR3
AC007967.4	TSPY1
AC107983.6	ANKRD26
RP11-413C10.4	OR1A1
RP11-506E9.1	SOD1
RP11-1060J15.3	HMGN1
MEAF6P1	MEAF6
AP000925.2	KRT8
OR2W4P	OR2W1
PABPC1P3	PABPC1
RP11-287J9.1	RPL15
RPS11P6	RPS11
RP11-644F5.15	PSMB3
RP11-667M19.4	COX7A2L
RP11-384P7.3	TRBV24-1
RP11-101E19.4	MT-CYB
AC017071.1	MED28
IGLVI-56	IGLV10-54
CTD-3193K9.1	RPL34
RP11-419M24.1	CDCA8
RPL7P44	RPL7
RP11-986E7.2	CCDC59
RP11-302F12.4	SLIRP
RP11-219C20.1	TRIM60
AP000936.1	RPS27
RP11-100N21.1	RPL15
AC004987.10	PLEKHB2
RP3-359N14.1	CHAF1B
AC092580.2	PSMB1
RP11-1396O13.14	DEFB108B
AC079776.6	PLEKHB2
AC010086.4	RBMY1A1
RP11-10F11.2	ZNF736
TDGF1P6	TDGF1
CTD-2089O24.2	ITFG2
RP11-420H19.3	RPL31
IGHV3-79	IGHV3-64
FTH1P23	FTH1
RP11-402L5.2	RPL18A
MTND1P28	MT-ND1
IGHV3-57	IGHV3-23
RP11-74E24.2	ZC3H11A
USF1P1	USF1
RP13-1056D16.2	PHF5A
RP11-351I21.2	ALG1
RP11-452G18.1	RPL29
RP11-677N16.1	MORF4L1
RP11-93O17.1	WDR70
RP11-347H15.1	ENPEP
RP4-562D20.2	FSHB
OR8I4P	OR8I2
CTC-484M2.1	RPL13A
RP3-406C18.1	MAGEA10
CTD-2335O3.2	MAGOHB
RP11-444B24.2	MRPL21
INGX	ING1
RP11-91P24.3	FAM162A
AC104306.5	IGBP1
RP11-299L17.1	RPS24
HMGB3P1	HMGB3
AC009238.7	CDON
CTC-342P15.1	NAMPT
CCT6P2	CCT6A
AC018696.2	IGKV1D-39
RP11-480I12.9	ACTG1
RP11-829H16.2	RPL27
ANKRD30BP2	ANKRD30B
EXOSC3P1	EXOSC3
CSNK2A1P	CSNK2A1
TCEB1P8	TCEB1
RP11-983C2.1	TMEM132B
RP11-627D16.2	CYB5B
RP3-405J24.1	RPL12
RP11-159H3.1	RPL19
TBCAP3	TBCA
RP11-479O9.2	GTF2I
RP11-811I15.1	SPIC
GSTM2P1	GSTM2
CXXC1P1	CXXC1
AC098824.5	FTO
PCBP2P1	PCBP2
RP11-154D9.1	PAGE3
ELL2P1	ELL2
AC005251.3	RPL23
AC010492.5	YME1L1
OR4R2P	OR4C46
PHKG1P4	PHKG1
GHc-210E9.2	YWHAQ
RP11-378G13.2	GAPDH
RP4-803A2.1	RPL18A
COX17P1	COX17
RP11-107G24.3	FGFR3
GAPDHP70	GAPDH
RP11-618I10.1	UGT2A3
CTD-2135D7.1	RPS26
RP11-557F20.2	METTL15
RPL7AP8	RPL7A
RP11-75A9.1	CTNNBL1
RAB9AP5	RAB9A
RP11-618M23.1	ATP2B2
RP3-336K20__B.2	RPL29
CELP	CEL
RPL23AP64	RPL23A
RP11-37O16.6	MT-ATP6
RP4-753D5.3	TNPO3
USP9YP15	USP9Y
RP11-543H15.2	VDAC1
AC004066.2	FAM64A
RP11-344N17.3	SSX5
RP11-180D21.1	OR10J1
POLR2KP2	POLR2K
AC013437.2	MT-CYB
RP11-343P16.1	RPL36A
ABCC13	ABCC2
NXT1P1	NXT1
RP11-25L5.2	EML6
RP11-195E2.1	OCLN
AC104297.2	PDCL3
KRT8P44	KRT8
AC018880.2	CAPZB
AC139143.2	ACTB
RP1-155O2.1	RPL23
MTND6P20	MT-ND6
RP11-185B14.1	RPL23A
HIGD1AP11	HIGD1A
KRT18P5	KRT18
RP5-937E21.1	MAGEA11
OR7E5P	OR7E24
RP11-751L19.2	OR7G3
RP11-592B15.4	PARG
RP11-350J20.4	BTBD10
HMGA1P7	HMGA1
PRUNEP1	PRUNE
RPL9P16	RPL9
RP11-790I12.3	UGT2B10
RP11-792A8.1	GRPEL1
AC003045.1	ANKRD49
RP11-379B18.1	RPS24
RP1-170B16.1	RPL7
RP11-23B7.3	MLF1IP
RPS27P25	RPS27L
CTD-2287O16.1	RPS25
H3F3AP1	HIST2H3D
RP11-351E7.2	ESF1
CTSL1P7	CTSL1
RP11-126D17.4	BRP44L
RAB9AP3	RAB9A
RP11-477E3.2	NUP155
AC004967.8	OR7E24
FTLP15	FTL
LL0XNC01-116E7.1	ELF2
RP11-561N12.4	BNIP3
RP11-707M13.1	MCART1
RP11-216P16.4	PPDPF
RP11-148O7.2	RETNLB
RP5-1068H6.1	IDI1
AF241726.4	UBTF
FAM75D4	FAM75D1
RP4-791C19.1	ARHGAP5
KRT19P3	KRT19
PAICSP2	PAICS
RP11-330O19.1	CYB5A
CTC-563A5.4	DNAJB6
RP5-1046G13.2	FOXH1
RP11-56P9.4	TRIM43
RP3-511B24.4	RPL23
GPR53P	MAS1L
RP11-131K17.1	TDRD1
RPS7P1	RPS7
RNF11B	RNF11
HNRNPKP3	HNRNPK
CTA-150C2.20	APOBEC3D
FUNDC2P4	FUNDC2
PGAM1P12	PGAM1
RP11-775J23.2	DNAJB6
FAM58DP	FAM58A
RP11-730A19.9	CDY1
RP13-469O16.1	NPM1
AC013268.2	ZBTB45
RP11-112N19.2	RPL21
RP11-379K17.9	SETD8
RBM22P10	RBM22
RP13-235E23.1	RPL32
RP11-651J20.1	TMEM183A
RP11-1036E20.10	WARS
RP11-337C18.4	PTGR1
CBX3P5	CBX3
RP11-308D16.2	TM9SF2
RP11-76E17.1	RPL39
RP11-93O17.2	POM121L1P
UQCRHP1	UQCRH
DEFB109P3	DEFB130
RP11-386I14.2	NIT2
RPL21P103	RPL21
HMGN1P18	HMGN1
RP11-552E4.3	SSX5
RP11-4K3__A.5	ACTG1
RBMY2DP	RBMY1A1
RP11-1396O13.22	C11orf2
RP11-384B12.2	UBA2
LL22NC03-23C6.12	IGLV1-50
RP11-166O4.1	SPDYE1
KDELC1P1	KDELC1
RP11-52B19.7	SNRPC
MEIS3P2	MEIS3
RP1-319M7.2	TFG
AC018892.4	TRIM43
AC130464.1	EDEM1
CTD-2198K18.1	SPCS2
FTH1P21	FTMT
RP11-97O12.3	DPM3
RP11-339D20.1	HMGN1
RP11-597A11.5	ARHGAP42
RP11-728D14.6	OR8B3
ATP5A1P5	ATP5A1
RP11-64K12.1	RPL9
RP11-659G9.1	RPL7A
AC138744.2	ATP5J2
RPS20P31	RPS20
RPS12P24	RPS12
RP4-675G8.4	AP000790.1
RP11-248E9.7	SNRPD1
GS1-111G14.1	RPS28
USP17L7	RP11-1286E23.12
RP11-809F4.2	ACTG1
AC093162.3	SNRPE
RP11-278C7.2	C7orf30
RP11-726G23.7	CNGB1
AE000658.26	OR10G2
IGKV3-34	IGKV3D-11
RP11-167H9.2	RPL32
AC139103.1	ZNF192
RP11-1236K1.11	DEFB131
RP11-535M15.2	MKRN2
CTD-2151A2.2	CENPO
RP11-344G13.2	RWDD2B
AC069154.4	RPL17
MTND4P9	MT-ND4
KRT16P2	KRT16
RP11-536C10.9	NOS2
KCTD9P2	KCTD9
RP11-30K9.1	RPL21
CTB-1I21.2	ANKRD49
RP11-3N2.5	MT-CO1
RP11-120D12.2	MRPS21
AC109638.1	RBX1
RP11-275F13.3	PSMD7
CTC-484P3.1	RPL7
AC018892.9	GPAT2
RPS26P56	RPS26
CTD-3051L14.13	UCHL1
SRSF9P1	SRSF9
AL022393.7	ZSCAN2
AC083899.1	CENPN
VN1R37P	VN1R4
FAM45B	FAM45A
RP11-612J15.3	RPL34
KRT18P12	KRT18
NPM1P5	NPM1
RP11-565J7.1	PIN4
RP11-121L10.3	TUBA1C
FTLP9	FTL
RP11-113A10.5	OR2S2
ZNF317P1	ZNF317
RP11-399O19.6	PTCD2
AC098592.8	BRWD1
OR6C5P	OR6C1
CTD-2272G21.3	ZC3H14
RP11-12M9.4	ACTG2
RP11-120E5.5	FKBP4
RP11-369J21.7	RPL22
RP1-15D7.1	RPL8
PARP1P1	PARP1
AC073842.18	RPL7
AC004945.1	TMEM198
IGLV7-35	IGLV7-43
RP11-129H15.1	COX6C
RP11-350G13.1	RPSA
RP11-412B14.2	RPL7L1
RSL24D1P6	RSL24D1
RP11-230C9.1	H3F3A
MRPS31P4	MRPS31
HMGB1P13	HMGB2
FABP5P3	FABP5
RP11-242G20.2	RPL5
RP11-317B3.2	RPL17
MTND4P29	MT-ND4
AC009963.6	SRSF3
RP11-438P9.2	PPIA
GYG1P1	GYG1
RP11-546M4.1	RPL31
AC006366.3	ZNF727
SPTLC1P2	SPTLC1
RP1-228P16.7	ATP6V1F
MSNP1	MSN
RP11-39K24.2	CSNK1G2
AC007677.2	RPL17
AC096664.3	HNRNPA2B1
RP4-758J24.4	COX7B
AC017079.4	RPL21
RP11-730A19.5	COX10
TRBV8-1	TRBV6-9
RP11-473M14.4	NTAN1
RP11-550P17.1	APCS
RP1-238O23.5	ADCY10
RP11-725K16.2	BOLA3
RP13-221M14.4	PRAME
FDPSP2	FDPS
FMO9P	FMO5
CTC-555I19.1	DDX43
RP11-69P2.1	NPM1
RP11-132E11.3	RPS29
CTD-2175M1.4	COX6C
RP1-161N10.1	ODZ1
RP11-6B6.3	GABARAP
PRKRIRP7	PRKRIR
RP1-24O22.1	OR4F21
TRAPPC2P9	TRAPPC2
OR6M2P	OR6M1
RP11-29B11.4	NANOG
FGF7P2	FGF7
RP4-701O16.5	ST13
RP11-168A11.3	TRMT112
RP11-669B18.1	RANBP1
ASNSP1	ASNS
HNRNPKP2	HNRNPK
RP11-37O16.7	MT-CO3
RP11-149A7.1	AARS
RP11-490F3.1	CYCS
RP13-507I23.2	XRCC6
CTD-2345M20.2	TAGLN2
AC018892.7	IGKV1D-39
PFN1P10	PFN1
CLCA3P	CLCA4
GAPDHP44	GAPDH
RP11-16L9.1	RPS2
RP11-292F22.3	AHCY
RPL7L1P11	RPL7
RPL23AP53	AC139099.1
CTD-2632B17.2	RPS4X
CHCHD2P8	CHCHD2
RP11-262H14.7	GPR116
YAP1P2	YAP1
VSIG7	IGHV1OR21-1
LDHAP2	LDHA
RP11-697E23.1	UBXN2A
SNX18P15	SNX18
CTD-2127O16.1	RPL19
FDPSP1	FDPS
KRT18P13	KRT18
RP11-445P17.4	AKR1CL1
RPL7P3	RPL7
RP4-725G10.3	IFITM3
RP11-130C19.1	EIF1
RP1-191J18.3	MTHFD2
USP9YP14	USP9Y
RP11-384K6.4	SEPT14
RP11-402J7.2	NT5C3
RP11-1415C14.1	POM121L4P
RP11-629B11.4	CCDC90B
AC007163.9	MT-CO3
RP11-740D6.3	SOX15
AC104131.1	C18orf25
GAPDHP28	GAPDH
RP11-219C24.6	PRAME
ST13P13	ST13
RP11-240E2.3	CHCHD4
CTD-2315A10.1	PPIA
OR10J7P	OR10J1
DUX4L9	DUX4
RP11-137N23.1	SRSF3
AC021021.1	PIK3CD
RP11-103F13.1	RPL23A
AC104651.1	EEF1E1
RP11-57G22.1	RPS27
RP11-417M17.1	EEF1A1
RP11-142L4.2	ABCE1
RP1-40E16.8	TUBB
RP11-478C1.8	SPIC
RP11-383G6.4	EIF2AK1
AC006355.3	HNRNPA3
RP11-167H9.1	RPL32
GS1-542M4.2	C1orf187
MRPL45P1	MRPL45
RAC1P8	RAC1
AC094019.4	RPL21
RPS7P6	RPS7
ATP5A1P2	ATP5A1
KB-1183D5.16	SUSD2
ATP5F1P4	ATP5F1
AC093381.1	FAM113B
HMGB1P24	HMGB1
AC073072.6	MT-CYB
RP5-837O21.8	MT-CO1
RP11-696F10.1	ZFAND2A
AC005773.1	RPL23A
RP11-348H3.5	RPS28
RP11-282K24.2	MEF2BNB
ATP5LP5	ATP5L
RP11-749H20.3	FGFR1OP2
AL031601.2	IGKV1D-39
CNN2P7	CNN2
RP11-677M14.5	RNF181
AC019129.2	PDSS1
RP11-12P21.2	C2orf27A
RP11-726G23.8	SPHAR
OR4R1P	OR4C46
RP11-281O15.5	FBXW2
CYCSP29	CYCS
OR51B8P	OR51B2
RPS26P35	RPS26
AC010468.3	PNRC2
RP11-402J6.2	RPL23A
OR1AA1P	OR1N1
AC083822.2	ZDHHC1
RP11-1029F8.1	C3orf19
PSPC1P1	PSPC1
PPIAP7	PPIA
RP11-272G22.3	MRPL32
MOB1AP1	MOB1A
MRPL51P2	MRPL51
AC007000.10	FAM185A
AC012454.4	GPR160
RP11-460H18.2	RPS24
HNRNPA1P13	HNRNPA1
HSPA9P1	HSPA9
FAM172BP	FAM172A
RBMY1KP	RBMY1A1
AC064834.4	AHCY
MRPL50P4	MRPL50
RPL26P34	RPL26
RPL18AP14	RPL18A
AC007390.4	RPL31
RPS3P2	RPS3
RP5-1106E3.1	RPS2
RP11-12N13.2	CCDC90A
RP11-627G1.1	MTRF1L
RP4-575N6.2	RPS20
RP11-10G12.1	RPS27
RP11-256L6.4	YPEL5
ATP8A2P2	ATP8A2
AK4P2	AK4
RP11-1G11.2	PSME2
RP11-628J14.2	TUBB2A
AC007238.1	IK
RP4-800M22.4	RPL9
RP11-272G11.1	RPS15A
RP11-275I14.2	RPL34
CTD-2173L22.4	ZNF658
RP11-96J19.2	RPL31
ANXA2P1	ANXA2
RP11-1217F2.10	MT-CO3
BX664608.1	SKP1
IGHV3-30-2	IGHV3-7
RP11-93M12.1	MT-CYB
RP11-810P12.6	NSA2
CDH12P3	CDH12
RPS17P1	RPS17
KRTAP13-5P	KRTAP13-1
RP11-462C21.1	RPS27A
RP11-101O6.2	PSMD7
FABP7P2	FABP7
RP11-529H22.1	NSA2
RP11-318I4.2	HIST3H3
RP11-295P9.2	RPL6
AC073331.2	RPL7
CTC-250I14.1	RPL12
TREML3	TREML4
NUP210P3	NUP210
RP11-641A6.5	DDX23
ASS1P6	ASS1
RP11-356B18.1	MED28
RP3-393P12.1	ZNF484
TLE1P1	TLE1
RP11-297K7.1	ENOPH1
RP11-11C20.1	BTF3
HMGB1P19	HMGB1
OR2N1P	OR2B6
RP11-666A1.4	NBPF4
RP11-4M23.2	BTBD6
UBE2V1P1	UBE2V1
OR52U1P	OR52N2
TRAV8-5	TRAV8-3
ATP5BP1	ATP5B
KRT8P21	KRT8
LDHAP1	LDHA
ANKRD62P1	ANKRD62
NOL5BP	NOP56
RP11-58E21.1	RPS15A
RP11-472I20.1	RPL23A
RP11-330L19.2	RPL21
MRPL2P1	MRPL2
RP11-551A11.1	RPS3A
HSPD1P16	HSPD1
RP4-796B4.1	SLC25A3
RP11-206P5.1	RNF168
AC013268.1	GPAA1
ASNSP3	ASNS
AC004129.7	USP22
RPS7P4	RPS7
OR10U1P	OR6Y1
RP11-350G8.4	MRPS33
RP11-21G20.4	RPL19
CTD-2026G6.2	SNRPC
RP11-467L19.12	IGHV1-2
SNRPGP5	SNRPG
RP11-1008M1.1	LCORL
RP11-163B6.2	KRT18
RP11-183G22.3	FCF1
IGHVIII-82	IGHV3-23
MARK2P4	MARK2
OR5AK3P	OR5AK2
RP4-785G19.2	DENR
RP11-284B18.3	KPNA4
RP3-366N23.4	MAD2L1
CPSF1P1	CPSF1
RP11-164N20.1	RPL9
RP11-179A18.1	RPSA
RP11-421B23.2	RPS3A
RP11-220H4.2	SLC29A4
RP5-1148A21.1	RPL7A
RP11-266E16.1	RPL10
PSMC1P8	PSMC1
RP11-83J16.1	RPL36A
FYTTD1P1	FYTTD1
AC079248.1	METAP2
RPS11P5	RPS11
RP11-468B6.1	ZNF679
RP11-40F6.3	RPS12
IFITM8P	IFITM3
RP11-734C14.10	OR5K2
RP11-50D9.1	RPL21
ARPC3P1	ARPC3
CTD-2160D9.1	CRLF3
RP11-366O20.5	RPSA
RP11-244F12.1	YBX1
AC007256.5	SCYL2
RP11-592N21.1	RPL17
RP13-977J11.5	PLAC8
GS1-115G20.2	TRMT2B
RP11-216N14.5	IGDCC3
PSMD4P1	PSMD4
RP11-432B6.1	RPL35A
ATP6V1G1P7	ATP6V1G1
RP11-700F16.2	ZNF628
AC018865.7	ARHGAP26
AC145436.1	SERPINE2
RPS15AP5	RPS15A
RP11-646D13.1	PPIA
GUSBP12	GUSB
MTND2P19	MT-ND2
OR4A41P	OR4A5
RP4-560B9.4	RBM3
ATP5G1P7	ATP5G1
CTD-2302A16.2	IDH3G
AC100802.2	RPL30
CTD-2299I21.1	IMPACT
SERBP1P2	SERBP1
CTD-2545G14.1	RPL7A
RP11-144A16.4	PTS
RP11-601I15.1	RPL22L1
RP11-571I18.2	COX6C
AC018696.3	STRN
RP11-45O22.1	FKBP4
S100A11P2	S100A11
RPL10P3	RPL10
RP11-533K9.3	LMLN
RP4-672J20.1	NFU1
HSD17B7P1	HSD17B7
FTH1P12	FTH1
PTP4A1P2	PTP4A1
RP11-424A16.1	NDUFA5
RP13-488H8.1	COX6C
